iter	Logloss
0	0.5095046113
1	0.3382943962	2	0.2555822943	3	0.1965652094	4	0.1530418536
5	0.1194566204
6	0.0971692104677	0.0708883220588	0.0606163210299	0.04674871806110	0.03792954301111	0.03372975241212	0.03012352071313	0.02758017251414	0.02371577971515	0.02112657921616	0.01993958117	17	0.01860417018	18	0.01749982719	19	0.01607511220	20	0.01533191921	21	0.01469058122	22	0.01366091023	23	0.01316397324	24	0.01270136825	25	0.01228683826	26	0.01203644327	27	0.01166575028	28	0.01121097329	29	0.01069906830	30	0.01040932331	31	0.010104526632	0.009717762133
33	0.009485953849
34	0.009262743771
35	0.009027620945
36	0.008825319699
37	0.00870954747
38	0.008544277796
39	0.00833367566
40	0.008110529758
41	0.007978944503
42	0.007806277097
43	0.007614922254
44	0.007470014693
45	0.007365874973
46	0.007198743177
47	0.007102621895
48	0.006942803269
49	0.006830014753
50	0.006720264389
51	0.006543070847
52	0.00641602354
53	0.006307580399
54	0.006190505892
55	0.006102898092
56	0.006020276025
57	0.005916962056
58	0.005817338017
59	0.005721761924
60	0.005585418813
61	0.005510065766
62	0.005404201855
63	0.005305802454
64	0.005260622485
65	0.005192554904
66	0.005110636436
67	0.005042674633
68	0.004998737805
69	0.004919722682
70	0.00486247153
71	0.004794003048
72	0.00474568335
73	0.004688859462
74	0.004652510532
75	0.004601361545
76	0.004554560461
77	0.004505118507
78	0.004429451249
79	0.004391517126
80	0.004338303745
81	0.004295642545
82	0.004247149859
83	0.004198064368
84	0.004155876262
85	0.004114567641
86	0.004071843168
87	0.004047331957
88	0.004020374866
89	0.003981861921
90	0.003947632075
91	0.00392605366
92	0.003900727451
93	0.003898509005
94	0.003866228172
95	0.003836290887
96	0.003805823173
97	0.003779048781
98	0.003748237641
99	0.003724900746
100	0.003713359466
101	0.003692995461
102	0.003670476679
103	0.003652955723
104	0.003612500651
105	0.00359440434
106	0.003573146509
107	0.003552103291
108	0.003531138305
109	0.003480667847
110	0.003463040328
111	0.003439323921
112	0.003418890683
113	0.003402919918
114	0.003373358982
115	0.003354236988
116	0.003331383302
117	0.00330220796
118	0.003284692364
119	0.003253880453
120	0.003236405815
121	0.003221799753
122	0.00321003227
123	0.003179953972
124	0.003142693737
125	0.003122062762
126	0.003097918644
127	0.003075303092
128	0.003065450978
129	0.003013742678
130	0.003005439076
131	0.002982455174
132	0.002964584102
133	0.0029490076
134	0.002933455459
135	0.002925914428
136	0.002892325874
137	0.00286794004
138	0.002833516851
139	0.002813699879
140	0.00280462818
141	0.002784418167
142	0.002765705132
143	0.002759793958
144	0.002741487602
145	0.002720387372
146	0.00270830556
147	0.002696765227
148	0.002683315438
149	0.002648985999
150	0.002633373521
151	0.002622130182
152	0.002605326089
153	0.00259043051
154	0.002579449444
155	0.002565354927
156	0.002553555546
157	0.00255354512
158	0.002544965636
159	0.002544750313
160	0.002529570204
161	0.002524690826
162	0.002514374298
163	0.002507892028
164	0.002507213062
165	0.002503743096
166	0.002501046189
167	0.002497958423
168	0.002491055189
169	0.002491104174
170	0.002477363598
171	0.002467062971
172	0.002467393042
173	0.002456427644
174	0.002448089192
175	0.002435450915
176	0.002435450915
177	0.002435682308
178	0.002425761562
179	0.002414758674
180	0.002398067463
181	0.002393412517
182	0.0023804048
183	0.0023804048
184	0.002369542159
185	0.002369542159
186	0.00236934903
187	0.002369171063
188	0.002369171063
189	0.002369171063
190	0.002355565021
191	0.00234223294
192	0.00234223294
193	0.002328622353
194	0.002328391809
195	0.002327998232
196	0.002318025839
197	0.002317912549
198	0.00231770191
199	0.002305884245
200	0.002305884245
201	0.002305884245
202	0.002300665145
203	0.002297580519
204	0.002294733748
205	0.002294532259
206	0.002294532259
207	0.002291557687
208	0.002283262803
209	0.002283387251
210	0.002274259838
211	0.002274073701
212	0.002274164104
213	0.0022739721
214	0.0022739721
215	0.002274092866
216	0.002274326262
217	0.002274326262
218	0.002274312807
219	0.002274312807
220	0.002273838187
221	0.00226982331
222	0.00226982331
223	0.00226965155
224	0.002269901193
225	0.002269958335
226	0.002270004979
227	0.002270004979
228	0.002269589339
229	0.002269589339
230	0.002269904058
231	0.002269451181
232	0.002267662499
233	0.002267760888
234	0.00226736735
235	0.002260129902
236	0.002260153652
237	0.002260153652
238	0.0022603201
239	0.002260351667
240	0.002260480564
241	0.002260103875
242	0.002260103875
243	0.002260598942
244	0.002260613581
245	0.00226033608
246	0.002260028412
247	0.002260178303
248	0.002259955236
249	0.002260294909
250	0.002260216712
251	0.002260192824
252	0.002259563831
253	0.002259967232
254	0.002259849626
255	0.002260044311
256	0.002259818366
257	0.0022601549
258	0.002260300927
259	0.002260060324
260	0.002259751145
261	0.002260079567
262	0.002260178113
263	0.002259935149
264	0.002259756678
265	0.002259772449
266	0.002259722495
267	0.002259620665
268	0.002260042761
269	0.002259652108
270	0.002259765031
271	0.002259631052
272	0.002260070037
273	0.002259939002
274	0.002259773456
275	0.002259769943
276	0.002259745565
277	0.002259845603
278	0.002259392588
279	0.002259883599
280	0.002259841744
281	0.00225958556
282	0.002259742936
283	0.002259223013
284	0.002259614373
285	0.002259561541
286	0.002259593867
287	0.002259682648
288	0.002259514891
289	0.002259741202
290	0.00225949273
291	0.002259651833
292	0.002259240458
293	0.002259378688
294	0.002259212142
295	0.002259271586
296	0.002259407364
297	0.00225946809
298	0.002259580582
299	0.002259580582
300	0.002259580582
301	0.002259580582
302	0.002259580582
303	0.002259509331
304	0.002259509331
305	0.002259509331
306	0.002259509331
307	0.002259509331
308	0.002259509331
309	0.002259509331
310	0.002259509331
311	0.002259509331
312	0.002259509331
313	0.002259509331
314	0.002259509331
315	0.002259509331
316	0.002259509331
317	0.002259509331
318	0.002259509331
319	0.002259509331
320	0.002259509331
321	0.002259509331
322	0.002259509331
323	0.002259509331
324	0.002259509331
325	0.002259509331
326	0.002259509331
327	0.002259509331
328	0.002259509331
329	0.002259509331
330	0.002259509331
331	0.002259509331
332	0.002259509331
333	0.002259509331
334	0.002259509331
335	0.002259509331
336	0.002259509331
337	0.002259509331
338	0.002259509331
339	0.002259509331
340	0.002259509331
341	0.002259509331
342	0.002259509331
343	0.002259509331
344	0.002259509331
345	0.002259509331
346	0.002259509331
347	0.002259509331
348	0.002259509331
349	0.002259509331
350	0.002259509331
351	0.002259509331
352	0.002259509331
353	0.002259509331
354	0.002259509331
355	0.002259509331
356	0.002259509331
357	0.002259509331
358	0.002259509331
359	0.002259509331
360	0.002259509331
361	0.002259509331
362	0.002259509331
363	0.002259509331
364	0.002259509331
365	0.002259509331
366	0.002259509331
367	0.002259509331
368	0.002259509331
369	0.002259509331
370	0.002259509331
371	0.002259509331
372	0.002259509331
373	0.002259509331
374	0.002259509331
375	0.002259509331
376	0.002259509331
377	0.002259509331
378	0.002259509331
379	0.002259509331
380	0.002259509331
381	0.002259509331
382	0.002259509331
383	0.002259509331
384	0.002259509331
385	0.002259509331
386	0.002259509331
387	0.002259509331
388	0.002259509331
389	0.002259509331
390	0.002259509331
391	0.002259509331
392	0.002259509331
393	0.002259509331
394	0.002259509331
395	0.002259509331
396	0.002259509331
397	0.002259509331
398	0.002259509331
399	0.002259509331
400	0.002259509331
401	0.002259509331
402	0.002259509331
403	0.002259509331
404	0.002259509331
405	0.002259509331
406	0.002259509331
407	0.002259509331
408	0.002259509331
409	0.002259509331
410	0.002259509331
411	0.002259509331
412	0.002259509331
413	0.002259509331
414	0.002259509331
415	0.002259509331
416	0.002259509331
417	0.002259509331
418	0.0022595093314419	0.0022595093342420	0.0022595093426421	0.002259509427	422	0.00225950428	0423	0.0022595429	0.424	0.002259430	0.0425	0.00225431	0.00426	0.0022432	0.002427	0.002433	0.0021428	0.00434	0.00219429	0.0435	0.002190430	0.436	0.0021909431	0437	0.00219091432	438	0.002190910433439	0.002190910243440	0.002190910234441	0.00219091023
442	0.00219091023
443	0.00219091023
444	0.00219091023
445439	0.002259509446	440	0.00225950447	0441	0.0022595448	0.442	0.002259449	0.0443	0.00225450	0.00444	0.0022451	0.002445	0.002452	0.00219091023
453	0.00219091023
454	0.00219091023
455	0.00219091023
456	0.00219091023
457	0.00219091023
458	0.00219091023
459	0.00219091023
460	0.00219091023
461	0.00219091023
462	0.00219091023
463	0.00219091023
464	0.00219091023
465	0.00219091023
466	0.00219091023
467	0.00219091023
468	0.00219091023
469	0.00219091023
470	0.00219091023
471	0.00219091023
472	0.00219091023
473	0.00219091023
474	0.00219091023
475	0.00219091023
476	0.00219091023
477	0.00219091023
478	0.00219091023
479	0.00219091023
480	0.00219091023
481	0.00219091023
482	0.00219091023
483	0.00219091023
484	0.00219091023
485	0.00219091023
486	0.00219091023
487	0.00219091023
488	0.00219091023
489	0.00219091023
490	0.00219091023
491	0.00219091023
492	0.00219091023
493	0.00219091023
494	0.00219091023
495	0.00219091023
496	0.00219091023
497	0.00219091023
498	0.00219091023
499	0.00219091023
500	0.00219091023
501	0.00219091023
502	0.00219091023
503	0.00219091023
504	0.00219091023
505	0.00219091023
506	0.00219091023
507	0.00219091023
508	0.00219091023
509	0.00219091023
510	0.00219091023
511	0.00219091023
512	0.00219091023
513	0.00219091023
514	0.00219091023
515	0.00219091023
516	0.00219091023
517	0.00219091023
518	0.00219091023
519	0.00219091023
520	0.00219091023
521	0.00219091023
522	0.00219091023
523	0.00219091023
524	0.00219091023
525	0.00219091023
526	0.00219091023
527	0.002517	0.051528	0.0021518	0.002259509331
519	0.0518	0.002131520	0.002259509331
521	0.002259509331
522	0.002259509331
523	0.002259509331
524	0.002259509331
5536	0.00219091023
537	0.00219091023
538	0.00526	0.0021539	0.002527	0.002540	0.0021528	0.00541	0.00219091023
542	0.00219091023
543	0.00219091023
544	0.00219091023
545	0.00219091023
546	0.002190910253547	0.002190910235548	0.00219091023
536	0.002131827072550	0.00219091023
551	0.00219091023
552	0.00219091023
553	0.00219091023
554	0.00219091023
555	0.00219091023
556	0.00219091023
557	0.00219091023
558	0.00219091023
559	0.00219091023
560	0.00219091023
561	0.00219091023
562	0.00219091023
563	0.00219091023
564	0.00219091023
565	0.00219091023
566	0.00219091023
567	0.00219091023
568	0.00219091023
569	0.00219091023
570	0.00219091023
571	0.00219091023
572	0.00219091023
573	0.00219091023
574	0.00219091023
575	0.00219091023
576	0.00219091023
577	0.00219091023
578	0.00219091023
579	0.00219091023
580	0.00219091023
581	0.00219091023
582	0.00219091023
583	0.00219091023
584	0.00219091023
585	0.00219091023
586	0.00219091023
587	0.00219091023
588	0.00219091023
589	0.00219091023
590	0.00219091023
591	0.00219091023
592	0.00219091023
593	0.00219091023
594	0.00219091023
595	0.00219091023
596	0.00219091023
597	0.00219091023
598	0.00219091023
599	0.00219091023
600	0.00219091023
601	0.00219091023
602	0.00219091023
603	0.00219091023
